# key	status	primaryFile	route	reason	bp
# Lane wallet, wave 41 (second batch), 2026-09-13. Owns modules/skai-wallet/src/** (not BridgeModal.tsx, not
# swapSheetContainerRamp.test.tsx). 95 frames in the order, all rowed here. NO BROWSER WAS USED, so no cell in
# column 6 says done: `done` in column 2 means the source was resolved against the node data read live this pass
# on every axis the frame draws and none differ; column 6 carries the frame's own width at `partial` with the
# reason ending "Not rendered". 34 frames were opened on the Figma MCP this pass in three bursts (16 with design
# context, 11 board metadata, 2 row nodes with design context, plus 7473-131013 and the two row nodes outside the
# order); every number below was read off the node named beside it unless the row says NOT RE-READ, in which case
# the verdict is carried from the newest standing row and says whose. The bridge rows stay on their standing
# verdicts: the four frame-defects keep that verdict (it is about the frame) and the six partials become
# blocked-on-backend because the predeploy is bricked and BridgeModal.tsx was off-limits.
# Commits: skai-wallet 68b8828, ae24bca, ace8a0f, d35aa2c, ab83aea, 853ea7d, 62b6e8b, 572793b. Reads spanned 09-13
# and 09-14; the stamp keeps the pass date. Rows that say READ (metadata, 09-14) were opened after the peer's
# overnight commits (28c7dfd..063ac4a) and say where those commits already answer the board.
# TWO FINDINGS THAT TRAVEL: (1) every auth field in the wallet drew 2px taller than its board because a CSS border
# sits outside the inset where Figma's stroke sits inside it - UnlockForm, RecoveryField, EmailAuthFlow and the NFT
# import fields all carried it; the fix is a stated height with box-border. (2) the OTP screen is SKAI's own modal,
# not thirdweb's, and the same instance is drawn on the recovery boards at all three widths.
Skai > Wallet > continue on web > home > bridge > bridge settings 1VH (768 x 1024px) [13008-49026]	frame-defect	modules/skai-wallet/src/components/wallet/bridge/BridgeSettingsPanel.tsx	/ -> openModal(bridge) -> gear	NOT RE-READ; carried from wave 9. Frame 1101 at r16 against three same-width siblings at r12 and a second stray, 49035 "Frame 269" 680x244 r24 p16 gap32 on a 768 board whose Main container is 580 - 1440 geometry inside a 768 column. The bridge itself is bricked (predeploy bricked, punted) and its files were off-limits this wave.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs - empty 1VH (768 x 1024px) [7806-82974]	done	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab)	READ (metadata) AND BUILT; scope is the NFTs tab body. Section 8540:31042 at y=481 in the 580 column: tabs row 48 (12/16 pills Tokens 36 / NFTs 26 / Activity 39 on 24 gaps, a 143x24 chip at right, a 26 underline under NFTs) - that strip and the section card are WalletHomeRoute's, measured on the 13008 boards; then Frame 267 p12/pt24: Auto-detect card 8540:31056 556x62 with Frame 177 at (16,12) 488 wide - 16 warning glyph + "Auto-detect NFTs" 14/18, the line 12/16 4 below, a 16 chevron at x=520 (20 right inset); Frame 279 556x127 at y=106, 20 below the card, p12: "No NFTs to show" 14/18 centred, the sentence 330 wide over two 12/14 lines 4 below, a 161x32 CTA 20 below. The tab had shipped the desktop reading at every width (16/22 + 14/18 notice, 32 gap, py-40 panel, 18/24 + 12/16, 34 CTA); now 14/18 + 12/16, 20, py-12, 14/18 + 12/14, 32 (853ea7d), with the 375 rung from the empty tab behind 7871:20688 (74 notice on a 14 inset with a two-line 12/14 body; 10/12 sentence). Colour not re-read (metadata). Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs - empty 1VH (768 x 1024px) [7807-86912]	done	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab)	READ (metadata, 09-14): node for node the same tree as 7806-82974 - Auto-detect card 8542:34480 556x62 with Frame 177 at (16,12) 488 wide (16 glyph + 14/18 title, 12/16 line 4 below, chevron at x=520), Frame 279 556x127 at y=106 (20 below) with the 14/18 headline, 330-wide two-line 12/14 sentence and 161x32 CTA 20 below. Built to those numbers (853ea7d); see 7806-82974 for the scope note (tab body; the tab strip and section card are the home's). Colour not re-read. Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs - empty 1VH (768 x 1024px) [7871-19838]	done	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab)	READ (metadata, 09-14). THE TITLE LIES ABOUT THE BREAKPOINT: the node is 375x850, Main container 346 at (15,64), so the bp cell here is the corrected one. The 375 empty tab: Auto-detect card 8540:30752 322x74 at (12,24) with Frame 177 at (14,12) 256 wide - 16 glyph + "Auto-detect NFTs" 14/18, a two-line 12/14 body 4 below, the 16 chevron at x=286 (20 right inset); Frame 280 322x122 at y=118 (20 below) on a 12 inset: "No NFTs to show" 14/18 centred, the sentence 304 wide over two 10/12 lines 4 below, a 161x32 CTA 20 below. Every value is what the base rung now draws (853ea7d: pl-3.5, 14/18 + 12/14 notice, gap 20, py-12, 14/18 + 10/12 panel on a 9 inset, 32 CTA). Colour not re-read. Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs - empty ALT 1VH (768 x 1024px) [7882-21085]	partial	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab)	READ (metadata, 09-14). Title says 768; the node is 375x1000 on the 346 column - the bp cell is the corrected one. Its node tree is identical to 7871-19838 and 7882-19831 in every position and size (card 8542:35002 322x74 at (12,24), Frame 177 at (14,12) 256 wide, panel 8542:35010 322x122 at y=118, 304-wide sentence, 161x32 CTA at y=66), so whatever makes this board the ALT is not geometry; colour and fills were not read (metadata only), which is the one axis left to compare before it can be done.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs (768 x 1024px) [8540-29692]	partial	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab)	READ (metadata). Section 8540:29773: tabs row 46 (pills 12/16; the 36 underline sits under the first pill on this board), then Frame 268 p12/pt24 holding "backgrounds" 556 wide: four 133 tiles on 8 gaps, rows 16 apart (Frame 341 at y=187 = 171 + 16); a tile is a 133x131 image with a 20 chain badge 10 in from its bottom-left, name 14/16 10 under the image over the collection at 12/14; one tile (8542:32558) is the enlarged variant, a 133x156 image with 18 + 16 text. The gallery grid is grid-cols-4 gap-x-2 gap-y-4 at the @[768px] container tier, which matches; renderNftCard (:1452) was not compared this pass and the enlarged variant is unread. Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs > sample NFT (375 x 812px) [7882-17627]	partial	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab -> selectedNft)	READ (metadata): THE BOARD IS A PAGE, NOT A MODAL. 7882:17994 is the home's own Main container 346 at (15,64): a back row (24 glyph + "Dezuki #1021" 24 tall), 40 below it the Overview card 346x172 p12 ("Overview" 14/18; Floor price / Token ID 12/14 labels over 20/24 values 18 below, two 159 columns; two 157x44 CTAs on 8 at y=116), 8 to the artwork 346x328 (a 20 chain badge at (12,296), a 32 expand button at (302,12)), 8 to NFT details 346x318 p12 (14/18 title; About 12/14 over a two-line 12/14 body; six rows on hairlines with 8 above and below - Standard with an 18 mark, a 110x24 contract chip with a 16 copy glyph, Token ID / symbol / count / Socials at 12/14), 8 to Attributes 346x346 (nine 12/14 rows at a 30 pitch). NftDetailModal draws this as a centred overlay (354 / 448 / 564); the earlier rows called 354 "the 375 rung", but no overlay is on this board - its column is the page's 346 at x=15. NOT BUILT as a page (a routing change in NftDisplay); the modal's interior was not compared this pass. Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs > sample NFT (375 x 812px) [7882-19257]	partial	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab -> selectedNft)	NOT RE-READ; a state of 7882-17627, whose page-versus-modal hold applies.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs > sample NFT (375 x 812px) [7882-18863]	partial	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab -> selectedNft)	NOT RE-READ; a state of 7882-17627, whose page-versus-modal hold applies.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs > sample NFT (768 x 1024px) [7806-84981]	partial	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab -> selectedNft)	READ (metadata): a page in the 580 column at (94,76) - back row 28 (24 glyph + title 24/28), 44 to Overview 580x181 p12 (14/18 title; 12/16 labels over 24/28 values 20 below; two 274x50 CTAs on 8 at y=119), 8 to the artwork 580x580 (badge at (24,536), expand at (524,24)), 8 to NFT details 580x333 p12 (About 12/16 over a two-line 12/16 body; rows 12/16 on hairlines at a 32 pitch, the contract chip 121x24), 8 to Attributes 580x239 with TWO 262 columns on a 32 gutter. Same structural hold as 7882-17627: the app draws a 448 overlay modal, the board a page. Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs > sample NFT > expand (768 x 1024px) [7807-86028]	partial	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab -> expand)	NOT RE-READ; the expand state of 7806-84981, whose page-versus-modal hold applies. The lightbox itself was not compared.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs > sample NFT > Send (768 x 1024px) [7807-86527]	partial	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab -> send)	NOT RE-READ; the send state of 7806-84981. NFT send is a real path in NftDisplay; not measured.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > NFTs 1VH (768 x 1024px) [8540-29853]	partial	modules/skai-wallet/src/components/NftDisplay.tsx	/ (home NFT tab)	NOT RE-READ; same title family as 8540-29692, see that row.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Connect hardware wallet 1VH (1440 x 900px) [7482-145038]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (hardware -> import-keystore)	NOT RE-READ. DECISION ONLY CASEY CAN MAKE, restated: the board draws a Scan QR code modal (564 wide, a 250x250 camera well, "Scan either Keystone or Ledger QR code") and the app routes hardware to a keystore file import, because the repo has QR generators only - no BC-UR decoder and no device transport - so a camera view that cannot decode would be a fake affordance. Build the scanner with a real decoder, or accept the file import and record these three boards as superseded.	1440=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Connect hardware wallet 1VH (375 x 812px) [7774-70474]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (hardware -> import-keystore)	NOT RE-READ; measured by wave 39 (modal 354x536 at (11,138), 330x330 well round the 250 viewfinder, CTA 330x44). Same decision for Casey. The work order's WalletActionsMenu.tsx is not the implementing file; the flow is AddWalletDrawer's.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Connect hardware wallet 1VH (768 x 1024px) [7717-13587]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (hardware -> import-keystore)	NOT RE-READ; measured by wave 39 (modal 448x626 at (160,199), p12 r16, gap 20, "Scan QR code" 18/22). Same decision for Casey as 7482-145038.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Connect hardware wallet 1VH (768 x 1024px) [7717-14343]	partial	modules/skai-wallet/src/shell/panels/PortfolioPreviewPanel.tsx	/ -> openSidecar(portfolio-preview)	NOT RE-READ. MISTITLED (wave 39 confirmed on the node): 7717:14675 is the 442x1008 "Update portfolio preview" sidecar, p20, with a 2x2 grid of 193x109 skin tiles on 8 and two 195x46 pills in a 402x54 track. PortfolioPreviewPanel.tsx was not compared to it this pass.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Keystone 1VH (375 x 812px) [7774-70180]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (import-keystore step)	READ (metadata, 09-14): modal 7774:71454 354x440 at (11,186) p12: "Import Keystone" 22 over "Upload the Keystone file of your existing wallet to add." 16, 8 apart; three input/primary-inputs 330x70 at 114 / 204 / 294; ONE CTA 330x44 at y=384. The peer's 0b5d86c cites 7774:71454 and 71467 and draws these fields only. Field 52 against 48 and CTA 53 against 44 in code, handed off (see 7717-13147). Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Keystone 1VH (768 x 1024px) [7717-13147]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (import-keystore step)	READ (metadata, 09-14): modal 7717:13494 448x460 at (160,282) p12: controls 16; title 22 (18/22) over an 18 line (14/18) 8 apart at y=48; three input/primary-inputs 424x74 at 116 / 210 / 304 (a 16 label, 8, a 50 field); ONE CTA 424x50 at y=398 (7717:13511; a 254x62 hidden beside it). The drawer draws the 448 / p12 / r16 modal and, since the peer's 0b5d86c (09-14), only this board's fields. TWO DELTAS, HANDED OFF rather than edited over that commit: inputCls derives the field from py-4 + 14/18 + a CSS stroke = 52 against the board's 50 (and 48 on the phone boards, 62 at 1440), the same stroke-outside-the-inset defect fixed in the auth and NFT fields this pass; and the CTA derives 53 from py-4 + 18 + a 1.5 stroke against 50. Both want a stated height with box-border; AddWalletDrawer.test.tsx (0b5d86c) pins py-5 / lg:py-5 on those elements at :351, :893, :903, :937 and :1373, so the re-pin belongs with whoever next touches that test. Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Private key 1VH (768 x 1024px) [7717-12740]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (import-privkey step)	READ (metadata, 09-14): modal 7717:13083 448x438 at (160,293) p12: title 22 over an 18 line 8 apart; a 424x74 name field at y=116, the key field 424x146 at y=210 (a 16 label + 8 + a 122 box), ONE CTA 424x50 at y=376. The drawer cites this node and draws these fields only since 0b5d86c. Same two hand-offs as 7717-13147: the 74 block's field is 52 in code against 50, and the CTA 53 against 50. Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Recovery phrase > Wallet name 1VH (768 x 1024px) [7717-11907]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (import-phrase-name step)	READ (metadata, 09-14): modal 7717:12332 448x274 at (160,375) p12: "Finish importing wallet" 22 over "Give your imported wallet a unique name." 18, 8 apart; one 424x74 field at y=116; Back / Continue two 208x52 on 8 at y=210 (7717:12346 / 12347). ONE DISSENT: 52 here where the phrase modal (9941:236436), the keystone and the private-key boards at this width draw 50; 50 is the family value. The drawer's pair is 53 from padding plus stroke (see 7717-13147, handed off). Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > Add wallet > Import existing > Recovery phrase 1VH (768 x 1024px) [7717-10565]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (import-phrase step)	READ (metadata, 09-14): the board the drawer cites - modal 9941:236419 448x410 at (160,307) p12: "Enter your recovery phrase" 22 over an 18 line, 8 apart; the word grid input/primary-inputs 424x212 at y=116; Back / Continue two 208x50 on 8 at y=348; a hidden 12 / 24-word toggle (Frame 186). The drawer's test pins the 448/12 -> 564/24 ramp and the 16 -> 20 grid inset; the pair is 53 in code against 50 (see 7717-13147). Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Export private key - reveal 1VH (375 x 812px) [7774-67001]	partial	modules/skai-wallet/src/shell/panels/WalletActionsMenu.tsx	/ -> wallet-accounts sidecar -> menu	NOT RE-READ; measured by wave 39 off 7774:67710 (modal 354x406, card 330x124). Two residuals stand: the 24 icons/graphical beside the title (7774:67719) was never exported and is not drawn, and the six-line warning body was not compared string for string.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Export private key - reveal 1VH (768 x 1024px) [7713-16984]	partial	modules/skai-wallet/src/shell/panels/WalletActionsMenu.tsx	/ -> wallet-accounts sidecar -> menu	READ (metadata, 09-14): modal 7713:17338 448x432 at (160,296) p12: controls 16; Frame 200 at y=48 - the title row 424x24 holds "Export private key" 22 tall CENTRED with a 24 icons/graphical after it (7713:17348), the line "Export your Solana wallet private key." 18 tall 8 below; card 7713:17352 424x138 at y=118 (20) with Frame 177 at (14,10) 394 wide - a 16 glyph + "Warning:" 18, then the six-line body 96 tall (12/16) 4 below; input/primary-inputs 424x74 at y=276 (20); Frame 203 at y=370 (20) holding ONE CTA whose instance is 424x52 inside a 50 row (7713:17362 / 17360) with a 254x62 hidden beside it. The reveal view draws the 448 / p12 / r16 card, the 74 key field and a single 50 Finish (the file cites 17352 / 17359 / 17360). TWO RESIDUALS: the 24 graphical beside the title is not drawn (the same unexported glyph as 7774-67001), and the card inset is (14,10) here where the code holds the export and remove cards to one string - the third inset variant in this family (10/12/16 on remove, 12/16/20 on export). The 52-in-50 CTA is a frame quirk; 50 is kept. Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Remove wallet 1VH (375 x 812px) [7774-67295]	partial	modules/skai-wallet/src/shell/panels/WalletActionsMenu.tsx	/ -> wallet-accounts sidecar -> menu	NOT RE-READ; measured and built by wave 39 off 7774:71061 (modal 354x330, card 330x68, two 161x44 CTAs). Residual: the 2-4px inset delta between the remove card and the export card is held to one class string on purpose.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Remove wallet 1VH (768 x 1024px) [7713-17399]	partial	modules/skai-wallet/src/shell/panels/WalletActionsMenu.tsx	/ -> wallet-accounts sidecar -> menu	NOT RE-READ; measured and built by wave 39 off 7713:17751 (modal 448x346, card 424x74). Same one-string residual as 7774-67295.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Remove walletl 1VH (375 x 812px) [7774-69004]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (import-phrase step)	NOT RE-READ THIS PASS. MISTITLED - the node is the recovery-phrase import modal (RightSidecar.tsx records it). Measured by wave 39 off 7774:71260 (354x398 p12, 330x192 input, two 161x44 CTAs); the 16 corner and 10 gutter built then, and the peer's 0b5d86c (09-14) cites this node for the fields the modal now draws. The CTA pair is still 53 in code (py-4 + 18 + a 1.5 stroke) against the board's 44 - the missing phone rung, handed off with 7717-13147.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Remove walletl 1VH (375 x 812px) [7774-69592]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (import-phrase-name step)	READ (metadata, 09-14) AND CLASSIFIED: mistitled - the node is the phrase step's WALLET-NAME modal, 7774:71378 354x260 at (11,276) p12: controls 16; "Finish importing wallet" 22 (18/22) over "Give your imported wallet a unique name." 16 (14/16), 8 apart at y=48; one input/primary-inputs 330x70 at y=114 (20) = a 14 label + 8 + a 48 field; two 161x44 CTAs on 8 at y=204 (20). The drawer draws the 354 / p12 / r16 modal and this one field; its field is 52 (py-4 + 14/18 + stroke) against 48 and its pair 53 against 44 - both handed off (see 7717-13147). Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home > right-sidecar > wallet multi menu > Remove walletl 1VH (375 x 812px) [7774-69886]	partial	modules/skai-wallet/src/shell/panels/AddWalletDrawer.tsx	/ -> add-wallet sidecar (import-privkey step)	READ (metadata, 09-14): mistitled - the node is the 375 PRIVATE-KEY modal 7774:71414 354x414 at (11,213) p12: "Import private key" 22 over a 16 line, 8 apart; a 330x70 name field at y=114; the key field 330x134 at y=204 (14 label + 8 + a 112 box); ONE CTA 330x44 at y=358. The peer's 0b5d86c cites this node and draws these fields only. Field 52 against 48 and CTA 53 against 44 in code, handed off (see 7717-13147). Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home 1VH (768 x 1024px) [7704-46353]	partial	modules/skai-wallet/src/pages/wallet/WalletHomeRoute.tsx	/	NOT RE-READ, and the composition is now pinned by the boards read this pass, whose backgrounds carry the identical tree: Main container 580 at (94,76); streak banner 580x76 (a 157x19 title and a 360x16 line at (20,16.5), a 164x36 pill at (396,20)); net worth 580x194 p12 (a 36 header row with two 36x36 buttons and a 157x36 wallet pill of a 24 avatar + 12/16 name + 16 chevron; 24/28 value with a 24 mark; 12/16 change; four 133x50 CTAs on 8); quick actions 580x187 p12 (14/19 title + 71x16 link; two rows of five 100x46 actions on 14 gaps, a 24 mark over a 14/18 label); the section tabs row 46-48 with its underline; the section card p12/pt24. WalletHomeRoute is measured against the Wallet 2 boards (13008:39378) by waves 17-35; this Wallet 1 twin was not compared to it here.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home 1VH (768 x 1024px) [8320-71829]	partial	modules/skai-wallet/src/pages/wallet/WalletHomeRoute.tsx	/	NOT RE-READ; one of five 768 "home 1VH" boards, see 7704-46353.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home 1VH (768 x 1024px) [7728-60058]	partial	modules/skai-wallet/src/pages/wallet/WalletHomeRoute.tsx	/	NOT RE-READ; see 7704-46353.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home 1VH (768 x 1024px) [8370-72613]	partial	modules/skai-wallet/src/pages/wallet/WalletHomeRoute.tsx	/	NOT RE-READ; see 7704-46353.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > home 1VH (768 x 1024px) [7774-12119]	partial	modules/skai-wallet/src/pages/wallet/WalletHomeRoute.tsx	/	NOT RE-READ; see 7704-46353.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > unlock - password 1VH (375 x 812) [7727-14974]	partial	modules/skai-wallet/src/pages/wallet/WalletUnlock.tsx	SKAIAuth visibleStep=wallet	RE-READ WITH DESIGN CONTEXT: the filled state of 7727-14937. Inputs 328 at y=357 (the empty twin's 358), the 87x36 lockup centred 103 above the frame's centre, so 36 under it; input/primary-inputs 70 = 12/14 label + 8 + a 48 field carrying the 1.5px #17F9B4 stroke and the Input hint (dark) shadow 0/4/12 #0000003D (I7727:14977;976:662), value 14/16 white, a 16 reveal glyph; CTA 328x44 r12 px16 py14 gap12 "Unlock" 14/16 + 16 mark (7727:14980); "Forgot password?" 14/16 (7727:14981). UnlockForm keys the green 1.5 stroke and the 12 shadow on a held value; the field is now a stated 48 box (ace8a0f) where p-4 plus the CSS stroke drew 50. ONE DISSENT, LEFT: the forgot link is 14/16 here and 12/14 on the empty twin 7727:14937 (the value shipped); the two boards are one screen and disagree, so the twin's stands. Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > unlock - password 1VH (768 x 1024px) [7675-51418]	done	modules/skai-wallet/src/pages/wallet/WalletUnlock.tsx	SKAIAuth visibleStep=wallet	RE-READ WITH DESIGN CONTEXT AND BUILT; the source resolves to every axis. LogosSkaiShort Medium 116x48 centred 114 above centre (374..422) over the 418 inputs at y=470 - 48 under the lockup, where the empty twin 7675:51350 alone draws 45 and the two recovery boards at this width draw 48; input/primary-inputs 74 = 12/16 label + 8 + a 50 field with the 1.5px #17F9B4 stroke and the 0/4/12 shadow, value 14/18 white, 16 reveal glyph; CTA 418x50 r12 px24 py16 gap10 14/18 (7675:51425); "Forgot password?" 12/16 (7675:51426). Built: the tablet lockup gap 45 -> 48 with the block offset re-derived (50vh-138), and the field a stated 50 box (ace8a0f). Not rendered, so column 6 stays partial.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > unlock > Forgot password > OTP > Set new password 1VH (375 x 812px) [7728-59766]	partial	modules/skai-wallet/src/components/wallet/auth/ForgotPasswordFlow.tsx	SKAIAuth recoveryPending -> ResetPasswordScreen	RE-READ WITH DESIGN CONTEXT AND BUILT. 7728:59901 328 column centred, 87x36 lockup with 36 under it; content gap 8: "Reset password" 20/24 Light (7728:59905), line 14/16 #E0E0E0 (7728:59907, on a 436 box inside the 328 column - a frame quirk that draws nothing wider); 20; two input/primary-inputs 70 tall 20 apart (12/14 label, 48 field, 14/16 placeholder, a 16 reveal glyph at the right); CTA 46 tall r12 px16 py14 gap12 14/16 (7728:59911); "I remember my password, Login" 14/16 20 below (7728:59912). Built: the ramp above, the stated 48 field, and the text CTA is NEW - drawn under the reset CTA and wired through onCancel to drop the pending recovery and return to unlock (SKAIAuth), pinned by ForgotPasswordFlow.test. ONE NUMBER NOT TAKEN: this node's CTA is 46 where the forgot board (7727:15830), both unlock boards (7727:14980) and the welcome board (7727:15436) draw the Small CTA at 44 on the same py14; kept 44 as the family value. Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > unlock > Forgot password > OTP > Set new password 1VH (768 x 1024px) [7683-34510]	done	modules/skai-wallet/src/components/wallet/auth/ForgotPasswordFlow.tsx	SKAIAuth recoveryPending -> ResetPasswordScreen	RE-READ WITH DESIGN CONTEXT AND BUILT; the source resolves to every axis the board draws. 7683:34540 418 column centred, 116x48 lockup with 48 under it; content gap 8: "Reset password" 24/28 Light -0.96 (7683:34544), line 14/18 #E0E0E0 (7683:34546); 20; two input/primary-inputs 74 tall 20 apart (12/16 label at px16, 50 field with the 1px #123F3C stroke inside a 16 inset, 14/18 placeholder, 16 reveal glyph, r12); CTA Medium 50 r12 px24 py16 gap10 14/18 with a 16 arrow (7683:34550); "I remember my password, Login" 14/18 20 below (7683:34551), now drawn and wired (68b8828). Field is a stated 50 box (ace8a0f). Not rendered, so column 6 stays partial.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > unlock > Forgot password > OTP 1VH (375 x 812px) [7728-59382]	partial	modules/skai-wallet/src/components/wallet/auth/EmailAuthFlow.tsx	SKAIAuth login step (recovery re-auth) -> EmailAuthFlow otp stage	READ WITH DESIGN CONTEXT AND BUILT. THE OTP IS SKAI'S OWN MODAL, NOT THIRDWEB'S: 8316:71721 sits on a rgba(0,22,21,.44) scrim blurred 2.5 over the forgot page - 358 wide, px8 py24, r20, #122524 inside a 1px #123F3C hairline with the 0/10/80 .25 shadow, a 20 column; controls inset 8 more: a 16 back glyph + "Back" Manrope Bold 14/16 #E0E0E0 and a 16 close; "Email verification" 20/24 Light; "Enter the verification code sent to" 14/18 with the address in Bold, 8 below; six flex-1 boxes px16 py24 r12 #001615 1px #123F3C round Mulish Light 20/24 (72 tall) on an 8 gap; CTA Small 44 r12 14/16 with NO arrow; "Resend code in 23 seconds" 12/14 with the count in Mulish 10/14 Sky Blue. Built in EmailAuthFlow's OTP stage (d35aa2c, 62b6e8b), which is where recovery lands: the sign-out puts SKAIAuth on the welcome step, "I already have a wallet" opens EmailAuthFlow, and its OTP stage draws this modal (the shipped stage was one flat set of values - 420 wide, p24, 48 square Manrope boxes, a 50 CTA with an arrow - at every width). HELD on structure: the board overlays the modal on the forgot page whose own email field sent the code; the app's sits on the sign-in page's art, because the email is collected there (the deviation recorded on 7727-15699). Not rendered.	375=partial @2026-09-13/wave41-wallet
