# key	status	primaryFile	route	reason	bp
# Lane games-cards, wave 41, 2026-09-14. Sections blackjack, baccarat, video-poker, roulette, skratch; 49 frames, every
# one re-measured this pass (reMeasure: true on all of them), done rows included.
#
# HOW THEY WERE READ. Five get_metadata calls, one per page - 9003:112414 (Blackjack), 9737:13088 (Baccarat),
# 9737:13085 (Roulette), 9737:13087 (Video Poker), 9003:133221 (Scratchers) - each returning the whole subtree, so all 49
# frames and every descendant were read LIVE this run rather than cited. Three get_design_context calls went deeper where
# fills, radii and type mattered: 9178:9840 (the phone board), 9003:119993 (the phone bet panel) and 11746:16484 (the
# phone paytable strip).
#
# THE 09-10 REDRAW, MEASURED. Four of the five games had their phone surfaces replaced by full-bleed 375 ones and one
# did not:
#   blackjack   board 9178:9840 347x410 -> 375x410; panel 9178:10465 347x464 -> 375x498; page 9003:119858 -> 375x3255
#   scratchers  board 11746:16472 375x439 (was 9212:24967 347x410); panels 9212:24729 375x350, 9212:24822 375x670
#   baccarat    board 9873:722 375x307, panel 9873:584 375x316 on page 9799:18183 (375x3128)
#   video-poker board 9760:10103 375x353, panel 9738:13908 375x176 on page 9738:13811 (375x3058)
#   roulette    board 10250:14683 375x370, panel 10250:15010 375x316 - already fitted on 2026-09-11, re-verified here
# The old 347 standalone frames (9903:4652, 10250:14562, 9760:9691, 9760:9933, 9621:1282) were left on the canvas and are
# superseded; each says so in its row. Every 1440, 768 and 954x621 frame is byte-identical in geometry to its last read.
#
# NO BROWSER WAS USED (wave rule). Every verdict is resolved from the source against node data read live this run; a
# `done` row states the frame numbers and the constant that resolves them, and nothing claims a DOM measurement.
#
# CASEY RULING 090e759d (2026-09-14) is carried in the two Roulette page rows: under Bet the panel keeps only the Your
# Bets total card. Clear, Repeat and Last spins were removed in fc374924; no bet, settle or payout line was touched and
# neither control lost its only route.
Desktop [9799-19202]	done	modules/skai-gaming/src/components/play/games/cards/BaccaratGame.tsx	- (modal only)	RE-READ LIVE off page 9737:13088 and UNCHANGED by the 09-10 pass: 954x621, deck 9799:19203 130x143.684 at (764,-72), ribbon group 9825:21261 302x69 at (326,276), bet-cell row 9815:19448 735x110 at (109,461), hands 9825:20829 579x208.12 at (188,51), the two attribution rows 58x18 at (25,578) and 56x18 at (873,578). Every one of those is the number the shipped ratios resolve at a 952 content box, so the wave-37 verdict stands against the frame as it is drawn today.	1440=done 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Skai > Play > Casino > Scratchers (768 x 1024px) [9003-148466]	partial	modules/skai-gaming/src/pages/play/ScratchersPageSections.tsx	/play/scratchers	RE-READ LIVE and UNCHANGED at 768x1627 - still the CHOSEN one of the two byte-identically-titled 768 frames (its board child is the 708 Desktop one with a 653 six-across strip, against 9003-149392's 422 Mobile board). This pass hinged the strip's phone treatment on md, so 768 keeps the six-across 42h chips and the 10px gap it was verified with. Its two designer errors stand and are still not reproduced: a Coinflip bet panel drawn inside the Scratchers page, and a Practice-mode toggle no Skai game ships.	1440=n-a 768=partial 375=n-a @2026-09-14/wave41-games-cards
Skai > Play > Casino > Scratchers (768 x 1024px) [9003-149392]	partial	modules/skai-gaming/src/pages/play/ScratchersPageSections.tsx	/play/scratchers	RE-READ LIVE and UNCHANGED at 768x1607 - the SECOND of the two byte-identically-titled 768 frames, deliberately NOT the one followed (it embeds the 422 Mobile board and a 352 strip, which would mean a tablet-only third board scale and a wrapped strip on a viewport wide enough for six chips). Which one was picked and why is recorded at the top of scratchersPageContent.ts. Same two designer errors as its twin.	1440=n-a 768=partial 375=n-a @2026-09-14/wave41-games-cards
Mobile [9760-9691]	frame-defect	modules/skai-gaming/src/components/play/games/cards/VideoPokerGame.tsx	/play/video-poker	RE-READ LIVE off page 9737:13087 and TWICE WRONG. (1) Still 347x410 - the pre-09-10 inset drawing, superseded by 9760:10103 (375x353) which the 375 page cut 9738:13811 actually embeds. (2) Its paytable still prints multipliers the rail will not pay: the page-wide count this pass is 60x x9 and 22x x9 against VP_PAYTABLE's 50x Straight Flush and 25x Four of a Kind (the 800x royal matches, 11 occurrences). Casey ruled 2026-08-26 that the 9/6 server table stays and the FRAME is redrawn, so this cannot reach parity as drawn.	1440=n-a 768=n-a 375=broken @2026-09-14/wave41-games-cards
Mobile [9760-9933]	frame-defect	modules/skai-gaming/src/components/play/games/cards/VideoPokerGame.tsx	/play/video-poker	RE-READ LIVE: still 347x347, still the superseded inset drawing, and still carrying the 60x / 22x paytable the rail will not pay. Same ruling as 9760-9691.	1440=n-a 768=n-a 375=broken @2026-09-14/wave41-games-cards
Selection [9738-14502]	frame-defect	modules/skai-gaming/src/components/play/games/cards/VideoPokerGame.tsx	/play/video-poker	RE-READ LIVE and UNCHANGED at 954x621. The paytable still prints 60x Straight Flush and 22x Four of a Kind against VP_PAYTABLE's 50x and 25x; the 800x royal matches. videoPokerPaytable.test.tsx asserts every rendered multiplier equals the server table, so the divergence cannot ship by accident. The frame is wrong and the rail beats the frame on money.	1440=broken 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Selection [9760-10290]	frame-defect	modules/skai-gaming/src/components/play/games/cards/VideoPokerGame.tsx	/play/video-poker	RE-READ LIVE: 954x621, unchanged, same 60x / 22x paytable. Same ruling.	1440=broken 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Selection [9760-10454]	frame-defect	modules/skai-gaming/src/components/play/games/cards/VideoPokerGame.tsx	/play/video-poker	RE-READ LIVE: 954x621, unchanged, same 60x / 22x paytable. Same ruling.	1440=broken 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Selection [9760-10586]	frame-defect	modules/skai-gaming/src/components/play/games/cards/VideoPokerGame.tsx	/play/video-poker	RE-READ LIVE: 954x621, unchanged, same 60x / 22x paytable. Same ruling.	1440=broken 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Skai > Play > Casino > Video Poker (1440 x 900px) [9738-13101]	partial	modules/skai-gaming/src/pages/play/VideoPokerPageSections.tsx	/play/video-poker	RE-READ LIVE and UNCHANGED at 1440x3294. Nothing this pass reaches 1440 - the felt and panel padding changes are base-with-an-lg-reset, so lg keeps its 12. The wave-11 column measurement stands (column 1318 at x=87, gaps 40/40/81, headings 24/400/lh28, card #122524) and the wave-37 board measurement stands (card 118.048x185 aspect 1.56717, paytable 754x301.959 r10.784, CTA 180x52 r7). The paytable frame-defect above applies to this cut's board too.	1440=partial 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Skai > Play > Casino > Video Poker (375 x 812px) [9738-13811]	partial	modules/skai-gaming/src/components/play/games/cards/VideoPokerGame.tsx	/play/video-poker	REBUILT FULL-BLEED AND RE-READ LIVE: 375x3058 (was 1605). Title row 9738:13815 343x32 at x=16, bento 9738:13822 at x=0 375 wide, board 9760:10103 375x353 over panel 9738:13908 375x176, 8 apart. The board: paytable 9760:10104 343x180 at (16,12) with a 6px inset and two columns 195.393 / 82.132, a 96x28 Deal CTA centred at x=140 y=204, and the five-card row 9760:10181 343x100 at (16,241) - cards 64.239x100.673 at pitch 69.69, so the card is 18.729% of the row and the gutter 1.589%, the SAME shares the superseded 321-wide row carried. So the card ratio was already right and only the column was wrong; FIXED THIS PASS (e2df0b16) by taking the felt and the panel columns to px-4 py-3 (343, not the 351 p-3 gave). STILL OPEN: the panel's construction is not the frame's - 9738:13908 draws a 343x52 CTA over one 343x84 stake block, where the widget draws a currency radiogroup and its own field stack. That is a rebuild, not a spacing fix, and it is named here rather than guessed at.	1440=n-a 768=n-a 375=partial @2026-09-14/wave41-games-cards
